Iterations	learning rate			Accuracy with Stop Words		Accuracy without Stop Words

3			0.08			0.7489539748953975			0.7405857740585774   
9			0.08			0.8138075313807531			0.7907949790794979   
15			0.08			0.9121338912133892			0.9246861924686193   
*20			0.08			0.9602510460251046			0.9456066945606695   
25			0.08			0.9602510460251046			0.9456066945606695   
30			0.08			0.9602510460251046			0.9456066945606695   
3			0.1			0.7531380753138075			0.7489539748953975   
9			0.1			0.7782426778242678			0.8870292887029289   
15			0.1			0.7343096234309623			0.9016736401673641   
20			0.1			0.9476987447698745			0.9351464435146444   
25			0.1			0.8828451882845189			0.9351464435146444   
30			0.1			0.9456066945606695			0.9351464435146444   
3			0.12			0.7301255230125523			0.7280334728033473   
9			0.12			0.7280334728033473			0.7698744769874477   
15			0.12			0.9246861924686193			0.8723849372384938   
20			0.12			0.9539748953974896			0.9393305439330544   
25			0.12			0.9539748953974896			0.9393305439330544   
30			0.12			0.9539748953974896			0.9393305439330544   
3			0.14			0.7301255230125523			0.7280334728033473   
9			0.14			0.7782426778242678			0.7615062761506276   
15			0.14			0.891213389121339 			0.8765690376569037   
20			0.14			0.9393305439330544			0.9372384937238494   
25			0.14			0.9393305439330544			0.9372384937238494   
30			0.14			0.9393305439330544			0.9372384937238494   
3			0.16			0.7301255230125523			0.7280334728033473   
9			0.16			0.7343096234309623			0.7489539748953975   
15			0.16			0.7510460251046025			0.9205020920502092   
20			0.16			0.9539748953974896			0.891213389121339    
25			0.16			0.9539748953974896			0.9435146443514645   
30			0.16			0.9539748953974896			0.9435146443514645   
3			0.2			0.7301255230125523			0.7280334728033473   
9			0.2			0.7280334728033473			0.803347280334728    
15			0.2			0.895397489539749 			0.9246861924686193   
20			0.2			0.8305439330543933			0.9456066945606695   
25			0.2			0.9330543933054394			0.9351464435146444   
30			0.2			0.9330543933054394			0.9351464435146444
